year,month,date,time,temperature,relativehumidity,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed,power
2019,3,17,14,29.8,59,695,159,789,15.3,508.821176
2019,3,17,15,29.6,60,583,133,794.6,17.2,430.472042
2019,3,17,16,29.2,60,377,116,740.5,18.1,283.993346
2019,3,17,17,28.4,63,184,78,632,18.8,143.3862872
2019,3,17,18,27.6,66,25,24,300.9,17.7,20.123835
2019,3,17,19,27.1,68,0,0,0,17,0
2019,3,17,20,26.8,71,0,0,0,16.3,0
2019,3,17,21,26.6,72,0,0,0,16.1,0
2019,3,17,22,26.4,73,0,0,0,15.8,0
2019,3,17,23,26.1,74,0,0,0,14.8,0
2019,3,18,0,26.2,76,0,0,0,13.4,0
2019,3,18,1,26.1,77,0,0,0,12.2,0
2019,3,18,2,25.9,78,0,0,0,10.2,0
2019,3,18,3,25.7,79,0,0,0,7.2,0
2019,3,18,4,25.1,82,0,0,0,3.6,0
2019,3,18,5,25,82,0,0,0,1.8,0
2019,3,18,6,25.8,78,0,1,0,1.8,0
2019,3,18,7,25.9,80,34,48,95.7,1.8,28.815952
2019,3,18,8,27.3,70,113,137,235.2,2.6,91.5979695
2019,3,18,9,28.4,65,336,170,401.6,5.6,260.968344
2019,3,18,10,29.3,61,529,205,606.7,7.9,395.8673371
2019,3,18,11,29.9,58,689,191,710,10.9,502.6794487
2019,3,18,12,30.6,59,810,166,797.2,13.8,568.797876
2019,3,18,13,30.7,58,827,149,854.5,16,578.5955813
2019,3,18,14,30.6,58,750,139,862.7,17.9,527.5314
2019,3,18,15,30.3,58,592,131,830.1,19.5,423.0462192
2019,3,18,16,29.7,60,385,117,752.3,20.8,282.837555
2019,3,18,17,29,64,178,78,629.5,20.6,134.522432
2019,3,18,18,28.2,68,24,23,289.7,18.5,18.7243776
2019,3,18,19,27.8,71,0,0,0,17.7,0
2019,3,18,20,27.6,73,0,0,0,17.9,0
2019,3,18,21,27.4,74,0,0,0,18.6,0
2019,3,18,22,27.3,76,0,0,0,18.3,0
2019,3,18,23,27,77,0,0,0,16.5,0
2019,3,19,0,27,78,0,0,0,14.2,0
2019,3,19,1,26.8,79,0,0,0,10.4,0
2019,3,19,2,26.6,80,0,0,0,6.6,0
2019,3,19,3,26,83,0,0,0,2.3,0
2019,3,19,4,25.7,85,0,0,0,3,0
2019,3,19,5,26,83,0,0,0,3.1,0
2019,3,19,6,26.1,82,0,1,0,3.7,0
2019,3,19,7,26.3,83,41,50,111.2,5.6,33.98226985
2019,3,19,8,27.8,74,161,129,318.7,8.7,126.6977908
2019,3,19,9,28.7,69,308,184,439.3,9.4,234.2342926
2019,3,19,10,29.5,65,506,205,560.4,10.9,372.4103075
2019,3,19,11,30.1,63,675,200,689.7,13,483.4079663
2019,3,19,12,30.6,62,729,206,744.3,15.9,509.3907912
2019,3,19,13,30.8,62,819,149,804.7,18.1,566.1873126
2019,3,19,14,30.6,62,726,151,847,19.3,507.2945328
2019,3,19,15,30.2,63,575,134,801.6,20.1,409.657255
2019,3,19,16,29.7,65,398,108,752.6,20.7,289.9781235
2019,3,19,17,28.9,67,179,77,644.5,20.8,135.2649211
2019,3,19,18,28.1,71,24,23,290.2,19.4,18.7184676
2019,3,19,19,27.7,74,0,0,0,18.6,0
2019,3,19,20,27.4,75,0,0,0,18,0
2019,3,19,21,27.2,77,0,0,0,17.9,0
2019,3,19,22,27,78,0,0,0,17.2,0
2019,3,19,23,26.8,80,0,0,0,15.8,0
2019,3,20,0,26.7,81,0,0,0,13.7,0
2019,3,20,1,26.4,83,0,0,0,11.4,0
2019,3,20,2,26.2,84,0,0,0,10.5,0
2019,3,20,3,26.1,84,0,0,0,9.3,0
2019,3,20,4,26.1,83,0,0,0,8,0
2019,3,20,5,26.2,82,0,0,0,7.2,0
2019,3,20,6,26.2,82,0,1,0,7.6,0
2019,3,20,7,26.8,79,30,49,77.8,10.1,24.493359
2019,3,20,8,27.9,73,137,116,251.8,12.7,107.4928784
2019,3,20,9,28.8,68,281,196,387.8,14.4,213.0237396
2019,3,20,10,29.7,64,456,225,505.5,15.9,332.7884352
2019,3,20,11,30.3,62,647,214,635.3,17.7,459.3110583
2019,3,20,12,30.6,63,817,164,779.6,20.2,569.9369124
2019,3,20,13,30.5,63,759,167,823.3,22.2,532.2941003
2019,3,20,14,30.2,64,681,132,782.4,22.7,484.3729632
2019,3,20,15,30,64,540,132,752.8,21.1,388.0872
2019,3,20,16,29.5,65,363,118,695.5,21.1,267.1639163
2019,3,20,17,28.8,68,171,81,597.6,20.4,129.6336636
2019,3,20,18,28,72,25,23,282.7,18.9,19.5571
2019,3,20,19,27.5,75,0,0,0,18.1,0
2019,3,20,20,27.2,76,0,0,0,17.6,0
2019,3,20,21,27,77,0,0,0,17.3,0
2019,3,20,22,26.8,78,0,0,0,16.8,0
2019,3,20,23,26.6,79,0,0,0,15.3,0
2019,3,21,0,26.5,79,0,0,0,14.2,0
2019,3,21,1,26.3,80,0,0,0,12.9,0
2019,3,21,2,26.1,81,0,0,0,10.8,0
2019,3,21,3,26,81,0,0,0,10,0
2019,3,21,4,25.7,83,0,0,0,9,0
2019,3,21,5,25.5,84,0,0,0,8.3,0
2019,3,21,6,25.6,83,0,2,0,7.9,0
2019,3,21,7,26.4,79,36,47,94.3,8.4,29.9124684
2019,3,21,8,27.7,72,141,132,269,10.9,111.8490396
2019,3,21,9,28.8,66,344,177,440.6,10.5,261.6547248
2019,3,21,10,29.6,63,501,211,584.7,10.5,368.0960727
2019,3,21,11,30.4,60,724,178,705.1,11.9,512.972824
2019,3,21,12,30.9,59,819,174,820.1,14.8,565.9356749
2019,3,21,13,30.9,60,827,148,854,17.1,570.523317
2019,3,21,14,30.8,60,755,139,861.8,18.2,523.66951
2019,3,21,15,30.4,61,602,127,836.8,19.8,425.8295762
2019,3,21,16,30,62,402,107,773.3,20.1,289.86813
2019,3,21,17,29.2,66,183,77,651.5,19.8,136.4901474
2019,3,21,18,28.3,71,26,22,300.4,18.4,20.0878457
2019,3,21,19,27.8,74,0,0,0,17.8,0
2019,3,21,20,27.4,77,0,0,0,18.1,0
2019,3,21,21,27.2,79,0,0,0,18.4,0
2019,3,21,22,27,80,0,0,0,17.9,0
2019,3,21,23,26.8,80,0,0,0,16.3,0
2019,3,22,0,26.7,81,0,0,0,14.5,0
2019,3,22,1,26.6,82,0,0,0,12.2,0
2019,3,22,2,26.3,83,0,0,0,10.5,0
2019,3,22,3,26.3,83,0,0,0,8.4,0
2019,3,22,4,26.1,84,0,0,0,7.2,0
2019,3,22,5,25.8,85,0,0,0,7.6,0
2019,3,22,6,25.6,86,0,2,0,7.3,0
2019,3,22,7,26.5,82,43,52,110,8.8,35.3917735
2019,3,22,8,27.5,77,175,120,331.9,9.3,138.9217813
2019,3,22,9,28.4,72,327,168,468.1,9.3,251.0232504
2019,3,22,10,29.2,67,482,188,553.6,9.4,358.9001402
2019,3,22,11,30,63,693,188,676.5,10,498.8716425
2019,3,22,12,30.9,61,754,199,765,11.2,519.3053229
2019,3,22,13,31.2,60,843,146,826.5,13,572.125554
2019,3,22,14,31.2,60,753,141,871.4,14.9,511.044534
2019,3,22,15,30.9,61,604,126,835.5,16.4,415.9952454
2019,3,22,16,30.4,62,404,106,776.2,18.8,285.3008408
2019,3,22,17,29.5,65,184,77,654.5,19.7,135.42193
2019,3,22,18,28.6,70,26,22,301.6,18.8,19.835348
2019,3,22,19,28.1,75,0,0,0,18.6,0
2019,3,22,20,27.8,77,0,0,0,18.2,0
2019,3,22,21,27.6,79,0,0,0,18.2,0
2019,3,22,22,27.4,80,0,0,0,17.4,0
2019,3,22,23,27.2,81,0,0,0,16.1,0
2019,3,23,0,27.1,83,0,0,0,14.5,0
2019,3,23,1,27,83,0,0,0,12.6,0
2019,3,23,2,26.8,84,0,0,0,10,0
2019,3,23,3,26.8,84,0,0,0,8.4,0
2019,3,23,4,26.6,85,0,0,0,6.6,0
2019,3,23,5,26.5,85,0,0,0,6.8,0
2019,3,23,6,26.6,84,0,2,0,7.8,0
2019,3,23,7,27.2,81,30,55,75.3,9,23.977779
2019,3,23,8,27.9,77,125,133,221.5,10.3,97.41661875
2019,3,23,9,29.1,70,405,149,462.6,11.1,301.5429525
2019,3,23,10,30,65,612,157,709.4,10.7,439.10235
2019,3,23,11,30.8,63,707,187,762.8,10.9,487.9516747
2019,3,23,12,31.5,61,841,156,812.9,12.4,560.4295748
2019,3,23,13,31.6,61,841,146,872.6,15.3,557.2969759
2019,3,23,14,31.5,62,756,138,867.1,17.6,502.955082
2019,3,23,15,31.1,64,612,124,842.5,19.3,414.8806752
2019,3,23,16,30.6,65,405,106,782.2,19.1,281.59083
2019,3,23,17,29.8,68,186,77,658.1,18.2,134.1568896
2019,3,23,18,28.9,71,26,23,304.3,17.2,19.5163631
2019,3,23,19,28.2,73,0,0,0,17.1,0
2019,3,23,20,27.9,75,0,0,0,17.1,0
2019,3,23,21,27.6,77,0,0,0,16.6,0
2019,3,23,22,27.3,79,0,0,0,16.1,0
2019,3,23,23,27,81,0,0,0,14.9,0
2019,3,24,0,26.9,84,0,0,0,13.6,0
2019,3,24,1,26.7,85,0,0,0,11.2,0
2019,3,24,2,26.4,87,0,0,0,8.7,0
2019,3,24,3,26.2,87,0,0,0,9.2,0
2019,3,24,4,26.3,87,0,0,0,11.5,0
2019,3,24,5,26.4,86,0,0,0,13.2,0
2019,3,24,6,26.5,85,0,2,0,13.4,0
2019,3,24,7,26.7,83,28,47,67.2,13.2,22.8053742
2019,3,24,8,27.6,78,137,128,231.3,13.2,108.0754914
2019,3,24,9,28.8,70,359,171,439.2,13.3,271.245681
2019,3,24,10,30.1,64,591,168,653.7,12.6,422.5493976
2019,3,24,11,30.9,60,685,202,739.7,13.1,472.561635
2019,3,24,12,31.4,63,782,188,767.3,15.6,522.2952976
2019,3,24,13,31.4,64,842,146,841,18.8,561.4375168
2019,3,24,14,31.1,66,731,143,857,20.9,493.9073869
2019,3,24,15,30.7,69,562,132,792.1,21.3,386.0872279
2019,3,24,16,30.1,71,383,107,725.7,21,270.6542845
2019,3,24,17,29.4,73,179,77,627.8,20,130.6438302
2019,3,24,18,28.6,75,25,23,293.1,17.7,18.912625
2019,3,24,19,28.1,77,0,0,0,16.9,0
2019,3,24,20,27.7,78,0,0,0,15.3,0
2019,3,24,21,27.5,79,0,0,0,14.1,0
2019,3,24,22,27.2,80,0,0,0,12.2,0
2019,3,24,23,27,81,0,0,0,11,0
2019,3,25,0,26.7,83,0,0,0,10.2,0
2019,3,25,1,26.5,84,0,0,0,8.1,0
2019,3,25,2,26.1,86,0,0,0,5.9,0
2019,3,25,3,25.3,91,0,0,0,2.9,0
2019,3,25,4,24.7,92,0,0,0,3.2,0
2019,3,25,5,24.8,91,0,0,0,2.9,0
2019,3,25,6,25.2,88,0,3,0,3.4,0
2019,3,25,7,26.4,84,44,48,109.4,5.4,36.2486256
2019,3,25,8,27.9,76,162,127,305.2,6.5,126.4660452
2019,3,25,9,28.9,71,392,167,490.7,7.4,294.2467052
2019,3,25,10,29.9,66,639,149,704.4,7.9,460.0730349
2019,3,25,11,30.6,63,789,147,825.4,8.9,550.4041908
2019,3,25,12,31.2,60,851,151,862.8,11.6,577.554978
2019,3,25,13,31.3,60,845,144,874.4,14.2,570.330215
2019,3,25,14,31,60,759,136,869.3,16.3,520.78026
2019,3,25,15,30.7,60,605,124,838.1,16.8,421.886465
2019,3,25,16,30.1,62,403,105,774.2,17.4,289.0905589
2019,3,25,17,29.3,66,185,76,654.3,16.7,137.2984345
2019,3,25,18,28.4,71,26,23,303.1,14.5,19.9925986
2019,3,25,19,27.8,76,0,0,0,12.8,0
2019,3,25,20,27.3,79,0,0,0,11.4,0
2019,3,25,21,27,81,0,0,0,10.2,0
2019,3,25,22,26.7,83,0,0,0,9.5,0
2019,3,25,23,26.5,85,0,0,0,9.7,0
2019,3,26,0,26.3,86,0,0,0,9.4,0
2019,3,26,1,26.2,86,0,0,0,9.6,0
2019,3,26,2,26,88,0,0,0,9,0
2019,3,26,3,26,87,0,0,0,8.4,0
2019,3,26,4,25.9,87,0,0,0,8.4,0
2019,3,26,5,26,87,0,0,0,8,0
2019,3,26,6,26.1,86,0,2,0,7.2,0
2019,3,26,7,26.7,82,30,52,71.2,6.6,24.476193
2019,3,26,8,27.6,77,136,134,232.3,6.3,107.4688728
2019,3,26,9,28.6,72,349,178,427.3,7.2,265.3589392
2019,3,26,10,29.6,67,553,191,612.1,8.8,403.6094279
2019,3,26,11,30.4,63,782,153,764.2,11.1,551.3274386
2019,3,26,12,30.9,59,853,150,862.7,13.3,589.429952
2019,3,26,13,31,58,849,145,877,15.3,584.453298
2019,3,26,14,30.8,58,761,138,872,17.1,529.5712246
2019,3,26,15,30.5,58,607,126,839.6,17.5,429.2209295
2019,3,26,16,30,61,408,105,779.8,18.2,294.68106
2019,3,26,17,29.2,65,187,77,661.6,17.9,139.7057365
2019,3,26,18,28.3,70,27,23,308.3,15.6,20.8954755
2019,3,26,19,27.7,73,0,0,0,14.8,0
2019,3,26,20,27.4,75,0,0,0,14.3,0
2019,3,26,21,27.1,77,0,0,0,13.8,0
2019,3,26,22,26.8,78,0,0,0,12.8,0
2019,3,26,23,26.6,79,0,0,0,11.2,0
2019,3,27,0,26.4,82,0,0,0,10,0
2019,3,27,1,26.1,83,0,0,0,8.8,0
2019,3,27,2,25.7,85,0,0,0,7.2,0
2019,3,27,3,25.2,88,0,0,0,5.4,0
2019,3,27,4,24.4,91,0,0,0,5.5,0
2019,3,27,5,23.7,92,0,0,0,5.6,0
2019,3,27,6,23.1,93,0,3,0,5.8,0
2019,3,27,7,25.5,86,69,54,173.2,6.6,58.8669705
2019,3,27,8,27.2,77,186,128,398,7.3,149.6775666
2019,3,27,9,28.4,70,431,155,544,7.2,331.972147
2019,3,27,10,29.4,65,630,166,726.5,7.9,466.00407
2019,3,27,11,30.2,60,763,176,797.9,10,546.298844
2019,3,27,12,30.5,59,867,152,853.1,13,612.0645023
2019,3,27,13,30.6,58,865,143,892.9,15,608.419548
2019,3,27,14,30.6,57,776,136,888.2,16.1,546.7159008
2019,3,27,15,30.4,57,619,125,855.8,16.1,440.7463843
2019,3,27,16,29.9,59,414,106,793,17.1,301.5491751
2019,3,27,17,29.1,62,190,77,671.4,16.9,143.361327
2019,3,27,18,28.2,65,27,23,312.5,15.3,21.170484
2019,3,27,19,27.6,68,0,0,0,15.3,0
2019,3,27,20,27.3,71,0,0,0,15.3,0
2019,3,27,21,27,73,0,0,0,14.5,0
2019,3,27,22,26.8,74,0,0,0,13,0
2019,3,27,23,26.5,76,0,0,0,12.2,0
2019,3,28,0,26.4,78,0,0,0,11.1,0
2019,3,28,1,26.2,80,0,0,0,8.7,0
2019,3,28,2,25.8,83,0,0,0,6.9,0
2019,3,28,3,25.2,86,0,0,0,4.7,0
2019,3,28,4,24.8,88,0,0,0,5.9,0
2019,3,28,5,24.8,88,0,0,0,6.8,0
2019,3,28,6,25,87,1,3,0,7.7,0.8695
2019,3,28,7,26,82,34,62,98.4,9.3,28.595462
2019,3,28,8,27.1,77,152,132,256.4,8.7,122.8683716
2019,3,28,9,28.2,72,366,174,455.4,8.2,283.6388736
2019,3,28,10,29.4,63,585,192,642.2,8.9,434.156463
2019,3,28,11,30.7,57,786,157,783.2,10.1,550.8141411
2019,3,28,12,31.5,54,872,149,870.6,12.1,587.803428
2019,3,28,13,31.7,55,863,144,892.6,15,574.2943533
2019,3,28,14,31.4,58,775,136,885.5,17.1,521.90732
2019,3,28,15,31.2,59,620,124,855.5,16.8,421.473954
2019,3,28,16,30.7,63,415,105,794.1,18,287.9621298
2019,3,28,17,29.9,67,191,77,673.7,18.6,137.288976
2019,3,28,18,28.9,71,27,23,313.3,18.5,20.26699245
2019,3,28,19,28.2,74,0,0,0,18.9,0
2019,3,28,20,27.9,75,0,0,0,19.3,0
2019,3,28,21,27.7,77,0,0,0,19.2,0
2019,3,28,22,27.4,79,0,0,0,18.5,0
2019,3,28,23,27.1,80,0,0,0,16.4,0
2019,3,29,0,27.2,79,0,0,0,13.9,0
2019,3,29,1,27,80,0,0,0,11.7,0
2019,3,29,2,26.7,81,0,0,0,9,0
2019,3,29,3,26.3,83,0,0,0,5.6,0
2019,3,29,4,26,84,0,0,0,6.6,0
2019,3,29,5,25.9,84,0,0,0,7.8,0
2019,3,29,6,25.7,85,1,3,0,7.5,0.84745925
2019,3,29,7,26.6,81,81,53,210.9,8.4,66.4905024
2019,3,29,8,28,75,279,95,531.3,11.5,217.1561625
2019,3,29,9,29.3,69,491,121,700.9,13.5,362.5775016
2019,3,29,10,30.6,61,669,140,788.7,15.1,468.2387196
2019,3,29,11,31.5,57,786,156,830.7,15.9,527.2375995
2019,3,29,12,31.7,59,858,148,858.4,16.4,567.2331951
2019,3,29,13,31.7,60,844,145,874.2,17.3,557.059412
2019,3,29,14,31.6,61,758,137,865.2,18.4,502.2962042
2019,3,29,15,31.3,62,606,124,836.3,18.6,407.6694714
2019,3,29,16,30.8,64,404,105,774.6,19.6,278.3676352
2019,3,29,17,29.9,67,185,76,654.3,19.4,132.9762333
2019,3,29,18,29,71,26,23,303.2,17.9,19.421116
2019,3,29,19,28.5,73,0,0,0,17.3,0
2019,3,29,20,28.2,75,0,0,0,16.9,0
2019,3,29,21,27.9,77,0,0,0,16.7,0
2019,3,29,22,27.7,79,0,0,0,15.6,0
2019,3,29,23,27.4,81,0,0,0,14.2,0
2019,3,30,0,27.2,84,0,0,0,13.1,0
2019,3,30,1,27,86,0,0,0,12.3,0
2019,3,30,2,26.7,87,0,0,0,12,0
2019,3,30,3,26.5,87,0,0,0,10.6,0
2019,3,30,4,26.3,88,0,0,0,11.3,0
2019,3,30,5,26.2,88,0,0,0,11.6,0
2019,3,30,6,26.2,88,1,3,0,12,0.8252944
2019,3,30,7,27,84,60,52,162.2,13.2,48.13992
2019,3,30,8,28.2,78,169,127,343.2,15.5,129.6484176
2019,3,30,9,29.4,72,384,152,484.7,15.5,280.7359488
2019,3,30,10,30.4,66,535,191,625.5,15.2,375.312451
2019,3,30,11,31.3,62,660,201,674.7,15.7,443.996454
2019,3,30,12,31.7,63,849,151,785.8,16.5,557.5885184
2019,3,30,13,31.8,63,827,152,866.5,17.1,540.0695382
2019,3,30,14,31.7,63,720,149,837.6,18.3,472.866588
2019,3,30,15,31.2,66,513,140,748,19.3,344.7184554
2019,3,30,16,30.7,69,386,111,691.3,20.5,265.1773487
2019,3,30,17,29.8,73,178,77,630.2,21.5,127.3144288
2019,3,30,18,29,76,26,23,294.5,19.8,19.258096
2019,3,30,19,28.5,79,0,0,0,18.7,0
2019,3,30,20,28.3,79,0,0,0,18.1,0
2019,3,30,21,28.1,80,0,0,0,17.4,0
2019,3,30,22,27.9,81,0,0,0,16.6,0
2019,3,30,23,27.7,82,0,0,0,15.5,0
2019,3,31,0,27.7,82,0,0,0,13.6,0
2019,3,31,1,27.5,82,0,0,0,12.6,0
2019,3,31,2,27.3,83,0,0,0,11.6,0
2019,3,31,3,27,84,0,0,0,11.6,0
2019,3,31,4,26.8,84,0,0,0,13,0
2019,3,31,5,26.7,83,0,0,0,13.6,0
2019,3,31,6,26.7,83,1,3,0,13.4,0.81447765
2019,3,31,7,27.5,80,67,54,171.1,13.6,52.9166
2019,3,31,8,28.9,72,239,111,438.3,14.9,179.0992388
2019,3,31,9,30.5,62,459,133,621.8,15.6,322.4344185
2019,3,31,10,31.6,56,680,134,767.4,15.5,454.328672
2019,3,31,11,32.3,55,811,142,850.6,14.8,521.3856148
2019,3,31,12,32.8,56,874,144,878.5,15.1,544.5572368
2019,3,31,13,32.9,57,856,143,886.6,16.1,529.2591932
2019,3,31,14,32.8,58,768,135,875.8,17.9,476.9453568
2019,3,31,15,32.4,61,614,123,846.6,19.1,388.5767154
2019,3,31,16,31.6,68,409,105,784.2,20,267.8954908
2019,3,31,17,30.6,74,188,76,663,19.7,128.7584928
2019,3,31,18,29.5,80,27,23,309.4,18.1,19.37628
2019,3,31,19,29,81,0,0,0,17.9,0
2019,3,31,20,28.8,80,0,0,0,17.1,0
2019,3,31,21,28.6,79,0,0,0,16.4,0
2019,3,31,22,28.5,78,0,0,0,15.5,0
2019,3,31,23,28.3,77,0,0,0,14.8,0
2019,4,1,0,28.3,73,0,0,0,13.4,0
2019,4,1,1,28,73,0,0,0,12.5,0
2019,4,1,2,27.7,73,0,0,0,12.3,0
2019,4,1,3,27.4,74,0,0,0,14,0
2019,4,1,4,27.2,76,0,0,0,15.3,0
2019,4,1,5,27,79,0,0,0,16.2,0
2019,4,1,6,26.9,82,1,4,0,16.6,0.8086817
2019,4,1,7,27.7,81,74,58,184.6,17.5,57.8125037
2019,4,1,8,29,76,258,106,474.7,18.1,191.099568
2019,4,1,9,30.3,69,483,129,662.2,17.3,338.9165357
2019,4,1,10,31.3,63,654,151,766.9,16.6,439.2325149
2019,4,1,11,31.9,61,815,141,832.7,16.9,530.9605603
2019,4,1,12,31.9,61,870,146,878.9,18.5,566.7922545
2019,4,1,13,31.9,62,857,143,884.3,19.8,557.4011129
2019,4,1,14,31.8,63,762,137,872.7,20,497.6215092
2019,4,1,15,31.4,67,609,124,839.2,21.1,404.0539608
2019,4,1,16,30.8,70,405,105,777.2,21.2,276.278445
2019,4,1,17,30,74,185,76,654.9,20.2,130.749675
2019,4,1,18,29.1,78,26,23,303.4,18.1,19.0987602
2019,4,1,19,28.5,81,0,0,0,17.1,0
2019,4,1,20,28.1,82,0,0,0,16.9,0
2019,4,1,21,27.9,83,0,0,0,16.7,0
2019,4,1,22,27.7,84,0,0,0,16.2,0
2019,4,1,23,27.4,85,0,0,0,15.9,0
2019,4,2,0,27.4,84,0,0,0,16.1,0
2019,4,2,1,27.2,85,0,0,0,15.5,0
2019,4,2,2,27,86,0,0,0,13.4,0
2019,4,2,3,26.9,86,0,0,0,13.1,0
2019,4,2,4,26.8,85,0,0,0,13.1,0
2019,4,2,5,26.7,85,0,0,0,14.8,0
2019,4,2,6,26.9,84,1,3,0,15.5,0.8059154
2019,4,2,7,27.6,81,33,61,89.2,17.9,25.9001127
2019,4,2,8,28.6,74,128,145,217.4,18.6,96.9963008
2019,4,2,9,29.7,68,329,174,395,17.8,238.5103266
2019,4,2,10,30.6,63,426,220,508.8,17.3,297.1764072
2019,4,2,11,31.3,61,647,202,596,18.2,435.9708892
2019,4,2,12,31.7,64,819,159,764.4,19.8,536.9947128
2019,4,2,13,31.8,64,834,147,850.6,21.9,543.7386432
2019,4,2,14,31.6,64,749,139,854.7,22.4,493.8738224
2019,4,2,15,31.3,64,588,128,817.5,21.3,394.2521184
2019,4,2,16,30.7,66,397,107,755,21.9,274.1032111
2019,4,2,17,29.9,69,181,78,641.9,21.1,129.6671602
2019,4,2,18,29.1,72,25,23,296.8,19.4,18.55137
2019,4,2,19,28.5,76,0,0,0,17.8,0
2019,4,2,20,28.2,78,0,0,0,16.6,0
2019,4,2,21,27.9,80,0,0,0,15.3,0
2019,4,2,22,27.7,81,0,0,0,14,0
2019,4,2,23,27.4,83,0,0,0,12.7,0
2019,4,3,0,27.3,84,0,0,0,12.1,0
2019,4,3,1,27.2,85,0,0,0,11.6,0
2019,4,3,2,27,86,0,0,0,11.4,0
2019,4,3,3,26.9,86,0,0,0,11.2,0
2019,4,3,4,26.8,87,0,0,0,12.4,0
2019,4,3,5,26.9,85,0,0,0,14.5,0
2019,4,3,6,27.1,83,0,4,0,15.9,0
2019,4,3,7,27.8,79,31,64,65.5,17.7,24.1894178
2019,4,3,8,28.6,75,144,145,236.2,17.7,108.93672
2019,4,3,9,29.4,71,243,210,341.3,17.7,177.9519618
2019,4,3,10,30.3,67,487,212,471.8,17.7,342.8668226
2019,4,3,11,30.9,65,693,194,670,17.9,474.1403783
2019,4,3,12,31.2,64,750,197,753.2,18.7,505.6524
2019,4,3,13,31.3,64,763,162,770.6,19.1,511.5890584
2019,4,3,14,31.4,63,748,139,815.4,19.3,499.5868064
2019,4,3,15,31.2,62,607,123,832.8,19.3,410.5994442
2019,4,3,16,30.7,62,404,107,775.4,19.6,280.7937764
2019,4,3,17,30,64,183,78,650.7,19.6,131.51844
2019,4,3,18,29,68,26,23,301.1,17.8,19.518928
2019,4,3,19,28.4,72,0,0,0,16.4,0
2019,4,3,20,28,75,0,0,0,15.4,0
2019,4,3,21,27.7,77,0,0,0,13.9,0
2019,4,3,22,27.4,79,0,0,0,12.9,0
2019,4,3,23,27.2,81,0,0,0,12.6,0
2019,4,4,0,27.1,81,0,0,0,11.9,0
2019,4,4,1,26.9,81,0,0,0,10.7,0
2019,4,4,2,26.8,81,0,0,0,9.6,0
2019,4,4,3,26.6,82,0,0,0,9.1,0
2019,4,4,4,26.5,83,0,0,0,9.7,0
2019,4,4,5,26.4,83,0,0,0,10.2,0
2019,4,4,6,26.5,82,1,5,0,10.4,0.8230645
2019,4,4,7,27.5,77,58,66,140.5,12.1,46.0426475
2019,4,4,8,28.7,70,220,114,387.1,13.3,167.03027
2019,4,4,9,29.7,66,328,198,492.8,13.3,238.5797544
2019,4,4,10,30.5,63,537,197,569.4,13.3,376.6033358
2019,4,4,11,31.1,61,628,218,659.1,13.2,427.8464462
2019,4,4,12,31.4,61,769,194,719.5,14.6,515.3142824
2019,4,4,13,31.6,60,824,153,817.7,16.6,546.933296
2019,4,4,14,31.5,61,732,145,839.6,18.4,487.793637
2019,4,4,15,31.2,61,599,125,814.9,18.2,405.8580207
2019,4,4,16,30.7,64,397,106,764.1,19.1,275.0158744
2019,4,4,17,29.9,68,179,78,638.3,19.9,128.4489322
2019,4,4,18,29,73,25,23,293.5,18.6,18.61145
2019,4,4,19,28.4,77,0,0,0,17.3,0
2019,4,4,20,28.1,80,0,0,0,15.8,0
2019,4,4,21,27.8,83,0,0,0,14.1,0
2019,4,4,22,27.5,85,0,0,0,12.1,0
2019,4,4,23,27.3,86,0,0,0,10.6,0
2019,4,5,0,27.3,85,0,0,0,9.6,0
2019,4,5,1,27.1,86,0,0,0,9.2,0
2019,4,5,2,26.9,87,0,0,0,8.6,0
2019,4,5,3,26.7,87,0,0,0,8,0
2019,4,5,4,26.6,87,0,0,0,7.2,0
2019,4,5,5,26.6,86,0,0,0,7,0
2019,4,5,6,26.8,84,1,4,0,7.7,0.8094988
2019,4,5,7,27.5,81,43,61,105.6,10.1,33.90351125
2019,4,5,8,28.5,76,167,127,281.9,12.1,126.729453
2019,4,5,9,29.6,70,359,176,459.3,11.6,260.706877
2019,4,5,10,30.4,67,444,238,537,10.5,310.9557108
2019,4,5,11,31.2,64,669,204,618.1,11.4,451.0419408
2019,4,5,12,31.6,63,764,187,744.2,13.3,504.6003788
2019,4,5,13,31.8,63,834,149,817.8,16.3,544.6408644
2019,4,5,14,31.7,64,737,139,849,18.1,483.2296744
2019,4,5,15,31.4,66,584,126,806.7,18.9,388.1133184
2019,4,5,16,30.8,69,397,106,754.1,19.8,271.2749831
2019,4,5,17,29.9,73,168,78,621.9,19.9,119.5485564
2019,4,5,18,29.1,77,24,23,275.6,18.1,17.6595732
2019,4,5,19,28.6,79,0,0,0,16.4,0
2019,4,5,20,28.2,82,0,0,0,14.6,0
2019,4,5,21,28,83,0,0,0,12.5,0
2019,4,5,22,27.8,84,0,0,0,11.5,0
2019,4,5,23,27.6,85,0,0,0,10.5,0
2019,4,6,0,27.3,86,0,0,0,10.1,0
2019,4,6,1,27.1,87,0,0,0,9.1,0
2019,4,6,2,27,88,0,0,0,8.8,0
2019,4,6,3,26.8,88,0,0,0,8.7,0
2019,4,6,4,26.8,87,0,0,0,7.5,0
2019,4,6,5,26.8,87,0,0,0,6.9,0
2019,4,6,6,26.9,86,1,3,0,7.1,0.8031491
