year,month,date,time,temperature,relativehumidity,direct_radiation,diffuse_radiation,direct_normal_irradiance,windspeed,power
2019,1,1,0,23.1,71,0,0,0,17,0
2019,1,1,1,22.9,72,0,0,0,16,0
2019,1,1,2,22.7,73,0,0,0,14.5,0
2019,1,1,3,22.4,75,0,0,0,13.6,0
2019,1,1,4,22.2,76,0,0,0,14.1,0
2019,1,1,5,21.9,78,0,0,0,14.4,0
2019,1,1,6,21.8,79,0,0,0,14.8,0
2019,1,1,7,21.9,79,27,26,0,15.2,26.82554355
2019,1,1,8,22.8,75,105,105,295.1,16.2,101.5930125
2019,1,1,9,23.8,68,280,149,443.4,17.7,263.810848
2019,1,1,10,24.4,60,285,217,495.1,18.4,265.73001
2019,1,1,11,24.9,58,362,263,442.2,19.3,331.8610746
2019,1,1,12,25.5,56,415,278,481.9,19.3,372.34713
2019,1,1,13,25.8,55,589,186,616.9,19.6,522.682134
2019,1,1,14,25.9,54,638,116,819.9,20.6,564.6867182
2019,1,1,15,25.8,54,496,101,871,20.7,440.8729728
2019,1,1,16,25.4,55,298,86,786.1,21.7,268.930994
2019,1,1,17,24.7,58,96,58,604.3,20.2,88.7260704
2019,1,1,18,24.1,60,3,6,92.4,19.6,2.830737
2019,1,1,19,23.7,61,0,0,0,19.6,0
2019,1,1,20,23.4,63,0,0,0,18.8,0
2019,1,1,21,23.1,65,0,0,0,17.8,0
2019,1,1,22,22.9,66,0,0,0,16.5,0
2019,1,1,23,22.7,68,0,0,0,15.6,0
2019,1,2,0,22.6,68,0,0,0,14.8,0
2019,1,2,1,22.4,70,0,0,0,14,0
2019,1,2,2,22.2,71,0,0,0,13.9,0
2019,1,2,3,22.1,73,0,0,0,13.4,0
2019,1,2,4,22.1,75,0,0,0,13.5,0
2019,1,2,5,22.1,76,0,0,0,12.8,0
2019,1,2,6,22.2,75,0,0,0,12.3,0
2019,1,2,7,22.4,75,8,25,0,12.6,7.85686
2019,1,2,8,23,74,40,101,98.7,13.3,38.47592
2019,1,2,9,23.8,70,134,151,195.1,14.1,125.830556
2019,1,2,10,24.7,65,166,261,261.9,16.6,151.6577245
2019,1,2,11,25.4,60,182,312,238.9,17.1,162.903832
2019,1,2,12,26.1,58,261,326,266.9,17.3,227.5459857
2019,1,2,13,26.4,56,450,245,438.1,17.1,388.53972
2019,1,2,14,26.6,55,486,189,627.2,16.1,416.653632
2019,1,2,15,26.5,56,377,138,654.7,13.7,324.094082
2019,1,2,16,26.3,56,289,88,669.5,15.6,250.6142108
2019,1,2,17,25.7,57,99,56,604,16.1,87.93713115
2019,1,2,18,25.1,60,3,6,97.9,17.6,2.718807
2019,1,2,19,24.7,62,0,0,0,19.4,0
2019,1,2,20,24.4,65,0,0,0,19.2,0
2019,1,2,21,24.1,68,0,0,0,17.7,0
2019,1,2,22,23.8,71,0,0,0,15.6,0
2019,1,2,23,23.5,73,0,0,0,13.4,0
2019,1,3,0,23.4,78,0,0,0,12.2,0
2019,1,3,1,23,80,0,0,0,12.1,0
2019,1,3,2,22.7,83,0,0,0,12.7,0
2019,1,3,3,22.4,84,0,0,0,12.3,0
2019,1,3,4,22.2,85,0,0,0,11.9,0
2019,1,3,5,22,86,0,0,0,12.3,0
2019,1,3,6,21.8,87,0,0,0,13.2,0
2019,1,3,7,22.1,85,24,26,0,14.4,23.429766
2019,1,3,8,23.1,79,115,97,301.7,14.6,109.2694178
2019,1,3,9,24.3,72,249,152,423.4,14.1,228.4824996
2019,1,3,10,25.4,64,418,174,554.2,13.7,371.6748992
2019,1,3,11,26.1,61,613,153,719.2,13.3,531.7938365
2019,1,3,12,26.7,60,588,210,765.3,13,497.784924
2019,1,3,13,27,58,584,195,716.9,14.3,489.470256
2019,1,3,14,27.2,56,604,123,781,15.8,503.3595872
2019,1,3,15,27,56,474,111,821.7,15.2,398.580912
2019,1,3,16,26.5,58,291,89,750.8,16.7,249.3434955
2019,1,3,17,25.7,62,105,55,609.5,16.7,92.5017555
2019,1,3,18,24.8,66,4,6,107.7,17.9,3.6335528
2019,1,3,19,24.3,68,0,0,0,19.4,0
2019,1,3,20,23.9,70,0,0,0,19.4,0
2019,1,3,21,23.6,72,0,0,0,18.2,0
2019,1,3,22,23.3,75,0,0,0,16.7,0
2019,1,3,23,23.1,75,0,0,0,14.7,0
2019,1,4,0,23,77,0,0,0,13.3,0
2019,1,4,1,22.8,78,0,0,0,12.2,0
2019,1,4,2,22.6,80,0,0,0,12.2,0
2019,1,4,3,22.4,81,0,0,0,10.1,0
2019,1,4,4,22.3,83,0,0,0,11.2,0
2019,1,4,5,22.2,84,0,0,0,11.9,0
2019,1,4,6,22,86,0,0,0,12.3,0
2019,1,4,7,22.1,87,19,27,0,13.2,18.48478745
2019,1,4,8,23.1,82,125,90,290.8,13.8,118.1647875
2019,1,4,9,24.4,74,278,136,472.8,14.4,253.2216932
2019,1,4,10,25.5,66,442,161,608.5,16.1,390.078039
2019,1,4,11,26.3,59,526,189,675.3,18.1,453.8943683
2019,1,4,12,26.8,58,610,182,713,19.9,515.828566
2019,1,4,13,27.1,56,634,165,771.3,21.4,530.7419416
2019,1,4,14,27,56,558,155,780.9,22.3,469.215504
2019,1,4,15,26.7,57,445,126,757.3,20.9,378.5879108
2019,1,4,16,26.3,58,282,97,713.4,21.7,243.7430622
2019,1,4,17,25.7,61,99,59,580.2,20.2,87.36017895
2019,1,4,18,25,64,4,7,104.1,19.1,3.616
2019,1,4,19,24.6,67,0,0,0,18.4,0
2019,1,4,20,24.3,69,0,0,0,18,0
2019,1,4,21,23.9,72,0,0,0,16.2,0
2019,1,4,22,23.6,75,0,0,0,14.2,0
2019,1,4,23,23.3,78,0,0,0,13,0
2019,1,5,0,23,81,0,0,0,12.8,0
2019,1,5,1,22.7,83,0,0,0,13,0
2019,1,5,2,22.4,86,0,0,0,13,0
2019,1,5,3,22.1,88,0,0,0,12.7,0
2019,1,5,4,21.9,89,0,0,0,13.1,0
2019,1,5,5,21.7,89,0,0,0,12.9,0
2019,1,5,6,21.6,89,0,0,0,12.3,0
2019,1,5,7,21.9,87,27,21,0,12.8,26.46036315
2019,1,5,8,23,81,141,85,361.7,13.6,134.025717
2019,1,5,9,24.4,74,291,128,520.2,14.8,265.0629954
2019,1,5,10,25.6,65,307,218,528.1,16.6,270.2516395
2019,1,5,11,26.1,61,237,298,374.3,17.3,205.6038161
2019,1,5,12,26.6,58,384,249,379.9,17.6,327.5931648
2019,1,5,13,26.9,57,394,269,479.2,17.8,332.2446173
2019,1,5,14,27.1,55,481,192,568,18.1,403.3200633
2019,1,5,15,27,55,483,108,742.4,17.1,406.813995
2019,1,5,16,26.5,56,291,90,760,18,250.162806
2019,1,5,17,25.9,58,105,56,599.9,17.4,92.3275815
2019,1,5,18,25.2,61,4,7,112.7,16.8,3.6042012
2019,1,5,19,24.7,64,0,0,0,17.3,0
2019,1,5,20,24.4,67,0,0,0,17.6,0
2019,1,5,21,24,70,0,0,0,17.1,0
2019,1,5,22,23.7,72,0,0,0,15.6,0
2019,1,5,23,23.3,75,0,0,0,13.6,0
2019,1,6,0,23.4,76,0,0,0,12.6,0
2019,1,6,1,23,79,0,0,0,12.3,0
2019,1,6,2,22.7,80,0,0,0,11.9,0
2019,1,6,3,22.3,82,0,0,0,11.2,0
2019,1,6,4,22,83,0,0,0,12.6,0
2019,1,6,5,21.8,84,0,0,0,13.7,0
2019,1,6,6,21.6,84,0,0,0,14.6,0
2019,1,6,7,21.9,82,21,26,0,15.1,20.7578007
2019,1,6,8,22.9,77,116,88,296.6,15.2,111.4360322
2019,1,6,9,24.1,72,184,158,366.6,15.3,170.1843232
2019,1,6,10,25.3,66,327,221,422.4,16.1,291.0030879
2019,1,6,11,26,61,421,217,521.8,16.1,366.7968815
2019,1,6,12,26.7,58,476,225,568,16.3,404.2972164
2019,1,6,13,26.9,56,418,264,555.3,16.9,353.0610248
2019,1,6,14,26.9,56,320,258,472.4,16.6,270.285952
2019,1,6,15,26.7,56,316,185,473.2,16.1,269.2809168
2019,1,6,16,26.4,56,260,99,577.3,16.5,224.489616
2019,1,6,17,25.9,57,92,59,535,15.4,81.0294554
2019,1,6,18,25.2,59,4,7,101.3,14.9,3.6161028
2019,1,6,19,24.7,62,0,0,0,14.7,0
2019,1,6,20,24.4,66,0,0,0,14.3,0
2019,1,6,21,24.2,68,0,0,0,13.8,0
2019,1,6,22,24,69,0,0,0,13.4,0
2019,1,6,23,23.7,71,0,0,0,13.1,0
2019,1,7,0,23.7,74,0,0,0,12.9,0
2019,1,7,1,23.4,77,0,0,0,13,0
2019,1,7,2,23,78,0,0,0,14.4,0
2019,1,7,3,22.8,78,0,0,0,14,0
2019,1,7,4,22.6,78,0,0,0,13.2,0
2019,1,7,5,22.4,79,0,0,0,13.6,0
2019,1,7,6,22.3,80,0,0,0,13.9,0
2019,1,7,7,22.4,79,18,24,0,14,17.5584222
2019,1,7,8,23.3,75,94,90,245.7,14.6,89.2397225
2019,1,7,9,24.4,71,159,163,303.5,14.8,145.5613359
2019,1,7,10,25.6,67,328,189,394.9,14.5,287.7781144
2019,1,7,11,26.5,63,496,218,580.9,13.6,421.506628
2019,1,7,12,26.9,63,384,249,560.5,12.8,320.6252352
2019,1,7,13,27.5,60,424,255,483.5,13.2,346.2914
2019,1,7,14,27.6,61,481,180,589.9,14.7,390.4055259
2019,1,7,15,27.4,62,423,145,685.6,17.1,345.9087576
2019,1,7,16,26.8,65,268,104,670.2,18.8,224.019994
2019,1,7,17,25.9,70,105,56,564.8,18.7,90.5073225
2019,1,7,18,25.1,74,5,7,118.7,18.4,4.4267755
2019,1,7,19,24.7,77,0,0,0,17.9,0
2019,1,7,20,24.4,78,0,0,0,16.4,0
2019,1,7,21,24.1,79,0,0,0,15.2,0
2019,1,7,22,23.9,81,0,0,0,13,0
2019,1,7,23,23.6,83,0,0,0,11.8,0
2019,1,8,0,23.5,84,0,0,0,11,0
2019,1,8,1,23,87,0,0,0,10.5,0
2019,1,8,2,22.6,89,0,0,0,11.2,0
2019,1,8,3,22.1,91,0,0,0,10.9,0
2019,1,8,4,21.7,92,0,0,0,11.5,0
2019,1,8,5,21.4,92,0,0,0,12.2,0
2019,1,8,6,21.2,91,0,0,0,12.1,0
2019,1,8,7,21.4,89,27,24,0,12.8,26.8486758
2019,1,8,8,22.5,83,173,73,414.8,12.8,166.9863038
2019,1,8,9,24,77,359,113,635.6,12.6,330.5544555
2019,1,8,10,25.3,69,539,123,760.1,12.3,477.269974
2019,1,8,11,26.5,60,670,132,840.3,12.9,572.20345
2019,1,8,12,27.3,56,739,130,885,14.3,613.0900668
2019,1,8,13,27.7,52,734,123,905.8,16.6,601.8319964
2019,1,8,14,27.7,52,652,116,899.6,18.3,534.5973592
2019,1,8,15,27.4,53,506,105,863.8,17.8,419.9409368
2019,1,8,16,26.9,56,315,87,789,18.2,266.062734
2019,1,8,17,26.1,60,116,57,641.2,17.2,100.799244
2019,1,8,18,25.1,66,5,8,132.6,16.2,4.4865295
2019,1,8,19,24.5,70,0,0,0,16.1,0
2019,1,8,20,24.1,73,0,0,0,15.5,0
2019,1,8,21,23.7,77,0,0,0,14.6,0
2019,1,8,22,23.3,79,0,0,0,13.6,0
2019,1,8,23,22.9,82,0,0,0,12.5,0
2019,1,9,0,22.9,86,0,0,0,11.4,0
2019,1,9,1,22.6,88,0,0,0,9.9,0
2019,1,9,2,22.2,91,0,0,0,8.8,0
2019,1,9,3,21.8,92,0,0,0,8.3,0
2019,1,9,4,21.6,93,0,0,0,9.2,0
2019,1,9,5,21.4,94,0,0,0,10,0
2019,1,9,6,21.2,95,0,0,0,9.7,0
2019,1,9,7,21.3,95,30,26,0,10,29.6274825
2019,1,9,8,22.6,89,180,78,441.3,9.4,171.317448
2019,1,9,9,24.3,81,398,97,687.2,9.3,359.6777541
2019,1,9,10,25.4,74,557,115,816.6,9.7,487.0521628
2019,1,9,11,26.4,66,655,145,840.5,10.8,556.280103
2019,1,9,12,27,60,752,127,882.7,12.1,628.20576
2019,1,9,13,27.3,57,695,150,888.4,13.5,575.6425418
2019,1,9,14,27.4,56,647,122,866.4,14.5,534.3350432
2019,1,9,15,27.1,56,512,104,864.3,14.4,428.6117888
2019,1,9,16,26.6,59,320,87,797,15.5,272.545792
2019,1,9,17,25.8,63,118,58,646,15.1,103.3443528
2019,1,9,18,24.8,69,6,8,137.8,15,5.4231078
2019,1,9,19,24.3,73,0,0,0,15.5,0
2019,1,9,20,23.9,76,0,0,0,16.1,0
2019,1,9,21,23.6,79,0,0,0,15.4,0
2019,1,9,22,23.3,81,0,0,0,14.3,0
2019,1,9,23,23.1,83,0,0,0,12.7,0
2019,1,10,0,23.1,84,0,0,0,11.5,0
2019,1,10,1,22.9,84,0,0,0,10,0
2019,1,10,2,22.6,85,0,0,0,9.1,0
2019,1,10,3,22.4,87,0,0,0,9.5,0
2019,1,10,4,22.1,89,0,0,0,9.7,0
2019,1,10,5,21.8,91,0,0,0,9.7,0
2019,1,10,6,21.7,92,0,0,0,9.9,0
2019,1,10,7,22.1,91,22,24,0,10.2,21.2557433
2019,1,10,8,23.1,86,108,97,286.9,10.9,101.3958972
2019,1,10,9,24.4,78,252,152,420.9,11.8,227.9898936
2019,1,10,10,25.5,67,398,172,543,12.9,350.6619795
2019,1,10,11,26.4,62,620,161,702.8,14.3,530.061684
2019,1,10,12,26.8,57,631,175,789,16,534.4632469
2019,1,10,13,27.1,56,683,157,802,17.6,571.7614292
2019,1,10,14,27.1,55,614,140,839,19.2,514.8409955
2019,1,10,15,26.9,57,507,105,834.2,19.2,427.5330482
2019,1,10,16,26.4,59,312,90,781.4,19.4,268.0641288
2019,1,10,17,25.7,63,117,58,629.5,17.8,102.9029216
2019,1,10,18,24.9,66,6,8,139.3,17,5.4281646
2019,1,10,19,24.5,69,0,0,0,16.9,0
2019,1,10,20,24.3,70,0,0,0,16.8,0
2019,1,10,21,24.2,70,0,0,0,16.1,0
2019,1,10,22,24.2,70,0,0,0,14.8,0
2019,1,10,23,24,72,0,0,0,13.5,0
2019,1,11,0,23.9,74,0,0,0,12,0
2019,1,11,1,23.8,74,0,0,0,10.6,0
2019,1,11,2,23.8,75,0,0,0,9.8,0
2019,1,11,3,23.6,76,0,0,0,9.4,0
2019,1,11,4,23.3,78,0,0,0,10.5,0
2019,1,11,5,22.9,82,0,0,0,11.4,0
2019,1,11,6,22.6,85,0,0,0,11.6,0
2019,1,11,7,22.6,86,20,26,0,12.3,19.134128
2019,1,11,8,23.6,81,140,84,334.2,13.6,130.049626
2019,1,11,9,24.8,74,219,160,443.2,15.2,196.2874662
2019,1,11,10,26,65,419,172,529.7,16.6,362.6434525
2019,1,11,11,26.8,58,437,235,605.2,17,369.5362022
2019,1,11,12,27.1,60,455,246,553.4,17.3,378.400295
2019,1,11,13,27.3,58,476,242,567.6,17.9,393.6063516
2019,1,11,14,27.2,58,431,223,583.3,18.9,358.0090294
2019,1,11,15,26.9,59,374,166,594.3,20.5,314.3448121
2019,1,11,16,26.3,62,273,102,622.6,20.9,234.4133337
2019,1,11,17,25.7,62,111,60,570.8,20.2,97.7875701
2019,1,11,18,25.1,64,6,9,135.4,18.4,5.4017616
2019,1,11,19,24.7,66,0,0,0,17.6,0
2019,1,11,20,24.4,69,0,0,0,16.3,0
2019,1,11,21,24,71,0,0,0,14.8,0
2019,1,11,22,23.7,73,0,0,0,14.1,0
2019,1,11,23,23.4,75,0,0,0,13.8,0
2019,1,12,0,23.4,78,0,0,0,13.4,0
2019,1,12,1,23.3,77,0,0,0,12.3,0
2019,1,12,2,23.1,76,0,0,0,11.5,0
2019,1,12,3,23.1,76,0,0,0,11.9,0
2019,1,12,4,23,76,0,0,0,11.5,0
2019,1,12,5,22.9,76,0,0,0,11.6,0
2019,1,12,6,22.6,77,0,0,0,11.9,0
2019,1,12,7,22.6,80,21,26,0,12.6,20.298432
2019,1,12,8,23.6,77,166,80,377.3,12.6,155.2548698
2019,1,12,9,24.8,70,317,133,592.5,14.5,286.041463
2019,1,12,10,25.7,65,408,188,616.8,16.3,357.652086
2019,1,12,11,26.5,61,553,180,660,17.1,471.5028693
2019,1,12,12,27.1,57,596,199,718.3,17.3,498.1138838
2019,1,12,13,27.3,55,639,183,755.9,18.4,530.9960603
2019,1,12,14,27.2,56,513,170,739.7,19.6,427.5222984
2019,1,12,15,27,56,431,149,693.1,18.8,362.422728
2019,1,12,16,26.5,58,283,106,677.6,18.9,242.4886915
2019,1,12,17,25.8,60,115,61,584.4,17.9,101.21748
2019,1,12,18,25.1,63,6,9,141.7,16.9,5.4107247
2019,1,12,19,24.6,65,0,0,0,16.9,0
2019,1,12,20,24.4,67,0,0,0,16.8,0
2019,1,12,21,24.2,68,0,0,0,16.4,0
2019,1,12,22,23.9,70,0,0,0,15.3,0
2019,1,12,23,23.8,71,0,0,0,14.4,0
2019,1,13,0,23.6,74,0,0,0,13.8,0
2019,1,13,1,23.3,76,0,0,0,12.9,0
2019,1,13,2,23.1,78,0,0,0,12.6,0
2019,1,13,3,22.8,80,0,0,0,12.3,0
2019,1,13,4,22.6,82,0,0,0,12.6,0
2019,1,13,5,22.3,84,0,0,0,13.5,0
2019,1,13,6,22.3,84,0,0,0,13.6,0
2019,1,13,7,22.5,83,22,23,0,15,21.2352525
2019,1,13,8,23.7,76,141,85,338.6,15.5,131.5845558
2019,1,13,9,25.1,67,337,117,563,15.9,301.8886609
2019,1,13,10,26.1,61,499,138,714.5,16,432.8957984
2019,1,13,11,26.9,57,543,187,734.1,15.9,457.8904244
2019,1,13,12,27,60,425,254,604.4,16,355.0365
2019,1,13,13,27.2,59,439,226,509.9,16.2,364.0551053
2019,1,13,14,27.3,59,530,171,625.6,16.9,437.5391415
2019,1,13,15,27,61,405,146,691.9,15.8,337.771215
2019,1,13,16,26.3,64,276,108,645.8,17.9,236.2054368
2019,1,13,17,25.6,67,94,73,527.7,18.9,82.4729962
2019,1,13,18,24.9,70,3,11,114.7,19.2,2.6960085
2019,1,13,19,24.6,71,0,0,0,18.8,0
2019,1,13,20,24.4,72,0,0,0,18.3,0
2019,1,13,21,24.1,73,0,0,0,17.4,0
2019,1,13,22,23.8,75,0,0,0,16.3,0
2019,1,13,23,23.5,77,0,0,0,16.1,0
2019,1,14,0,23.6,77,0,0,0,16.1,0
2019,1,14,1,23.3,78,0,0,0,16.2,0
2019,1,14,2,23,80,0,0,0,15.6,0
2019,1,14,3,22.7,82,0,0,0,14.8,0
2019,1,14,4,22.3,83,0,0,0,13.2,0
2019,1,14,5,22,85,0,0,0,12.3,0
2019,1,14,6,21.8,87,0,0,0,12.3,0
2019,1,14,7,21.9,86,23,25,0,13.1,22.5791943
2019,1,14,8,23,81,127,89,321.6,13.4,120.718199
2019,1,14,9,24.3,73,325,122,529.3,14,297.7186388
2019,1,14,10,25.4,66,434,179,651.2,14.2,384.6210424
2019,1,14,11,26.3,62,544,208,669.9,14.6,467.1093536
2019,1,14,12,26.8,56,659,171,743.6,15.3,559.0950728
2019,1,14,13,27.2,55,735,124,849.7,16,613.5350025
2019,1,14,14,27.3,55,653,119,891.4,17.3,542.6297768
2019,1,14,15,27.1,56,513,106,853.4,15.9,429.4489212
2019,1,14,16,26.6,58,323,90,782.5,18,275.5536256
2019,1,14,17,25.8,62,125,59,641.3,19.2,109.6563
2019,1,14,18,24.9,66,7,10,158.1,19.4,6.3328587
2019,1,14,19,24.5,68,0,0,0,20,0
2019,1,14,20,24.2,69,0,0,0,19.5,0
2019,1,14,21,24,70,0,0,0,17.8,0
2019,1,14,22,23.6,73,0,0,0,16.5,0
2019,1,14,23,23.2,76,0,0,0,15.1,0
2019,1,15,0,23.2,78,0,0,0,14.8,0
2019,1,15,1,22.9,79,0,0,0,13.7,0
2019,1,15,2,22.6,80,0,0,0,13.1,0
2019,1,15,3,22.4,82,0,0,0,12.6,0
2019,1,15,4,22.1,84,0,0,0,13,0
2019,1,15,5,21.9,85,0,0,0,13.5,0
2019,1,15,6,21.8,86,0,0,0,14.7,0
2019,1,15,7,21.9,85,16,27,0,15.8,15.734316
2019,1,15,8,22.9,79,110,90,256.7,16.6,105.3136865
2019,1,15,9,24.1,71,287,144,463.2,18.4,265.8969331
2019,1,15,10,25.1,65,424,194,598.7,17.7,381.091094
2019,1,15,11,26.1,61,644,151,736.4,17,558.6871626
2019,1,15,12,26.5,58,580,209,767.2,16.8,496.97329
2019,1,15,13,26.8,56,649,175,737.5,17.9,550.6110808
2019,1,15,14,26.9,55,600,152,802,19,507.61605
2019,1,15,15,26.6,56,451,137,767.8,19.1,386.0155904
2019,1,15,16,26.2,59,273,122,671.7,20,236.5965966
2019,1,15,17,25.5,62,103,74,532.5,19.5,91.5058695
2019,1,15,18,24.7,66,4,12,129.8,18.7,3.6483292
2019,1,15,19,24.3,68,0,0,0,18.9,0
2019,1,15,20,24.1,69,0,0,0,18.1,0
2019,1,15,21,23.9,69,0,0,0,17.6,0
2019,1,15,22,23.7,71,0,0,0,16,0
2019,1,15,23,23.4,74,0,0,0,15.3,0
2019,1,16,0,23.1,78,0,0,0,14.9,0
2019,1,16,1,22.8,81,0,0,0,14.4,0
2019,1,16,2,22.5,83,0,0,0,13.8,0
2019,1,16,3,22.2,85,0,0,0,13.2,0
2019,1,16,4,22.1,86,0,0,0,12.7,0
2019,1,16,5,21.9,88,0,0,0,12.6,0
2019,1,16,6,21.6,90,0,0,0,11.9,0
2019,1,16,7,21.8,90,24,27,0,12.1,23.483712
2019,1,16,8,23,83,157,90,381,11.9,148.724687
2019,1,16,9,24.4,75,321,138,573.9,12.6,291.8957325
2019,1,16,10,25.6,68,505,152,694.3,13.9,442.334146
2019,1,16,11,26.5,62,623,163,780.1,15.8,530.3097485
2019,1,16,12,27,60,674,174,802,17.1,563.04612
2019,1,16,13,27.3,58,734,135,852.5,18.4,606.9476094
2019,1,16,14,27.3,58,631,128,871.4,19.5,521.7764871
2019,1,16,15,27,60,488,121,809.3,19.7,407.66544
2019,1,16,16,26.5,62,334,89,767.4,20.6,284.307313
2019,1,16,17,25.8,65,128,61,653.3,20.1,111.730944
2019,1,16,18,25,69,8,11,166.4,18.8,7.172
2019,1,16,19,24.7,71,0,0,0,18.7,0
2019,1,16,20,24.4,73,0,0,0,17.6,0
2019,1,16,21,24.2,74,0,0,0,16,0
2019,1,16,22,23.9,76,0,0,0,14.5,0
2019,1,16,23,23.8,77,0,0,0,14,0
2019,1,17,0,23.6,81,0,0,0,13,0
2019,1,17,1,23.5,81,0,0,0,12.3,0
2019,1,17,2,23.3,82,0,0,0,11.2,0
2019,1,17,3,23.1,83,0,0,0,9.3,0
2019,1,17,4,22.7,85,0,0,0,10.1,0
2019,1,17,5,22.5,87,0,0,0,10.8,0
2019,1,17,6,22.3,89,0,0,0,11.2,0
2019,1,17,7,22.5,89,20,24,0,11.5,19.106325
2019,1,17,8,23.6,84,128,84,311.8,11.6,118.2934528
2019,1,17,9,24.9,76,277,130,480.7,13.6,246.4282302
2019,1,17,10,26,68,453,153,613.5,15,390.115446
2019,1,17,11,26.8,62,527,184,683.2,16.1,442.7134118
2019,1,17,12,27.1,62,496,223,635.8,16.1,411.1380208
2019,1,17,13,27.1,61,466,255,574.9,15.9,386.9096179
2019,1,17,14,27,61,454,198,577.3,16.5,378.637362
2019,1,17,15,26.8,62,440,142,655,16.8,369.627896
2019,1,17,16,26.3,64,284,107,674.1,17.7,243.0519712
2019,1,17,17,25.7,66,120,65,573.6,17.3,105.016956
2019,1,17,18,24.9,68,8,11,160,16.3,7.2134544
2019,1,17,19,24.5,71,0,0,0,16.5,0
2019,1,17,20,24.2,72,0,0,0,16.5,0
2019,1,17,21,24,72,0,0,0,15.8,0
2019,1,17,22,23.8,73,0,0,0,15.3,0
2019,1,17,23,23.6,74,0,0,0,14.2,0
2019,1,18,0,23.6,74,0,0,0,13.2,0
2019,1,18,1,23.4,74,0,0,0,11.3,0
2019,1,18,2,23.1,75,0,0,0,9.7,0
2019,1,18,3,22.7,78,0,0,0,8.8,0
2019,1,18,4,22.2,82,0,0,0,10.2,0
2019,1,18,5,22,85,0,0,0,11.2,0
2019,1,18,6,21.6,88,0,0,0,10.9,0
2019,1,18,7,22,87,23,23,0,10.5,22.4583155
2019,1,18,8,23,82,137,91,345.6,11.3,130.001218
2019,1,18,9,24.2,74,264,128,485,14.1,242.3940288
2019,1,18,10,25.3,65,402,179,557.3,15.5,358.3424985
2019,1,18,11,26,61,524,188,633.1,15.5,456.535786
2019,1,18,12,26.8,57,620,188,702.7,16.4,525.146138
2019,1,18,13,27.2,56,706,137,800.7,17.6,588.3640208
2019,1,18,14,27.1,57,621,127,847,18.7,519.0079226
2019,1,18,15,26.7,59,435,139,757.1,19.2,368.8662758
2019,1,18,16,26.1,62,291,108,665.4,20.6,252.0334413
2019,1,18,17,25.5,65,122,62,582.5,21.1,107.8478475
2019,1,18,18,24.9,67,8,11,164.2,20,7.2255036
2019,1,18,19,24.6,68,0,0,0,19.4,0
2019,1,18,20,24.3,69,0,0,0,18.3,0
2019,1,18,21,24.1,70,0,0,0,17.1,0
2019,1,18,22,23.9,70,0,0,0,15.9,0
2019,1,18,23,23.6,71,0,0,0,13.2,0
2019,1,19,0,23.6,72,0,0,0,11.7,0
2019,1,19,1,23.4,73,0,0,0,10.1,0
2019,1,19,2,23.1,74,0,0,0,9.2,0
2019,1,19,3,22.7,76,0,0,0,8.1,0
2019,1,19,4,22.4,80,0,0,0,9.7,0
2019,1,19,5,22.1,84,0,0,0,10.8,0
2019,1,19,6,21.9,87,0,0,0,11.2,0
2019,1,19,7,21.9,88,21,23,0,12,20.5447788
2019,1,19,8,23,82,129,90,316.3,11.9,122.409906
2019,1,19,9,24.4,73,314,135,519.3,12.7,286.4955782
2019,1,19,10,25.5,65,470,162,662.7,13.6,415.4794125
2019,1,19,11,26.3,60,577,191,723.6,14.8,497.083769
2019,1,19,12,26.6,58,544,236,693.9,16.5,464.0903168
2019,1,19,13,26.8,56,548,228,644.8,18.5,464.9227616
2019,1,19,14,26.8,56,619,146,738.7,19.4,525.1591048
2019,1,19,15,26.5,57,491,122,805.6,16.5,421.4048008
2019,1,19,16,26.1,58,319,100,743.2,17.3,278.1117603
2019,1,19,17,25.5,60,126,65,616.3,17.8,112.30947
2019,1,19,18,24.9,62,9,11,170.7,17.4,8.1964683
2019,1,19,19,24.5,64,0,0,0,17.9,0
2019,1,19,20,24.2,66,0,0,0,17.1,0
2019,1,19,21,24,67,0,0,0,15.8,0
2019,1,19,22,23.7,69,0,0,0,14.8,0
2019,1,19,23,23.4,72,0,0,0,13.9,0
2019,1,20,0,23.2,76,0,0,0,13,0
2019,1,20,1,22.8,79,0,0,0,13.1,0
2019,1,20,2,22.4,82,0,0,0,12.6,0
2019,1,20,3,22.2,84,0,0,0,12.3,0
2019,1,20,4,21.8,87,0,0,0,12.4,0
2019,1,20,5,21.6,88,0,0,0,12.1,0
2019,1,20,6,21.5,89,0,0,0,12.1,0
2019,1,20,7,21.6,88,17,29,0,12.8,16.8129864
2019,1,20,8,22.9,81,143,97,317.3,13,136.4418556
2019,1,20,9,24.4,72,324,133,551.7,13.5,296.1175968
2019,1,20,10,25.6,63,544,134,729.5,14.8,480.4742368
2019,1,20,11,26.4,59,574,194,774.6,15.3,493.1692626
2019,1,20,12,26.9,55,653,200,752.7,15.6,552.4554678
2019,1,20,13,27.2,53,596,223,748.8,16.4,499.1326564
2019,1,20,14,27.3,53,559,196,724.1,17.7,466.0365392
2019,1,20,15,27.2,55,443,164,721.2,16,369.7904845
2019,1,20,16,26.7,58,270,134,647.8,16.9,229.328253
2019,1,20,17,25.9,62,111,77,525.8,16.8,96.9620187
2019,1,20,18,25,67,7,14,151.3,16.9,6.2965
2019,1,20,19,24.4,71,0,0,0,17.4,0
